dataset,exponential_L6_c1_2,poisson_L6_c1_2,normal_std10_L6_c1_2,normal_std30_L6_c1_2,normal_std50_L6_c1_2,capped_base_stock,basestock,constant
binom_n800_p0p2_L6_c1_2_train,852.54,833.25,848.31,837.64,1012.2,829.85,4127.11,852.54
binom_n800_p0p2_L6_c1_2_test,849.9,846.74,849.62,847.45,1035.98,844.19,4136.29,849.9
binom_n800_p0p1_L6_c1_2_train,632.96,631.45,635.48,631.91,706.54,659.18,2268.62,634.01
binom_n800_p0p1_L6_c1_2_test,639.07,640.62,647.21,640.57,695.88,671.05,2265.59,644.87
binom_n800_p0p05_L6_c1_2_train,472.62,476.52,476.75,473.68,490.07,501.69,1267.02,476.52
binom_n800_p0p05_L6_c1_2_test,462.17,464.15,463.5,463.13,480.39,497.25,1259.53,464.15
binom_n50_p0p95_L6_c1_2_train,124.62,123.33,123.7,120.9,180.2,187.19,1108.42,126.11
binom_n50_p0p95_L6_c1_2_test,125.26,124.17,124.83,120.63,179.85,186.46,1108.47,127.34
binom_n50_p0p9_L6_c1_2_train,161.33,161.17,169.79,175.44,209.27,171.3,1089.52,161.33
binom_n50_p0p9_L6_c1_2_test,164.85,164.14,173.18,179.51,209.82,174.8,1094.74,164.85
binom_n50_p0p7_L6_c1_2_train,258.04,260.11,253.14,255.68,274.6,269.56,964.61,260.11
binom_n50_p0p7_L6_c1_2_test,256,260.41,250.69,249.91,268.55,262.01,959.67,260.41
binom_n50_p0p5_L6_c1_2_train,258.79,282.75,254.95,260.08,268.69,279.63,762.78,264.71
binom_n50_p0p5_L6_c1_2_test,267.1,288.59,264.61,270.41,281.64,286.9,769.67,274.73
binom_n50_p0p3_L6_c1_2_train,258.21,243.75,243.58,241.88,250.01,255.54,532.14,258.21
binom_n50_p0p3_L6_c1_2_test,255.67,245.32,241.86,242.45,251.49,260.97,535.19,255.67
binom_n50_p0p2_L6_c1_2_train,212.23,212.56,211.33,212.8,216.47,226.35,398.13,223.64
binom_n50_p0p2_L6_c1_2_test,208.65,209.4,208.11,208.7,211.31,226.22,400.84,215.82
binom_n50_p0p1_L6_c1_2_train,150.3,151.69,151.69,150.3,152.7,165.53,244.89,151.69
binom_n50_p0p1_L6_c1_2_test,157.56,157.84,157.87,157.44,157.66,169.69,245.66,157.84
binom_n50_p0p05_L6_c1_2_train,106.89,107.4,107.77,106.92,110.25,142.59,151.77,110.25
binom_n50_p0p05_L6_c1_2_test,111.01,110.92,111.83,111.04,116.72,142.66,151.88,116.72
binom_n400_p0p95_L6_c1_2_train,995.13,376.94,332.73,372.45,1074.61,353.58,8284.32,333.06
binom_n400_p0p95_L6_c1_2_test,988.08,406.55,339.06,371.41,1081.23,360.57,8287.89,338.42
binom_n400_p0p9_L6_c1_2_train,474.76,707.02,556.73,473.18,1155.72,519.15,7994.92,473.18
binom_n400_p0p9_L6_c1_2_test,465.19,661.62,532.93,464.19,1179.9,489.71,7975.4,464.19
binom_n400_p0p7_L6_c1_2_train,741.64,742.07,703.81,697.56,1251.53,704.16,6493.08,697.56
binom_n400_p0p7_L6_c1_2_test,725.51,725.67,694.7,690.59,1257.51,704.07,6509.46,690.59
binom_n400_p0p5_L6_c1_2_train,774.97,901.25,937.61,756.59,1041.89,754.88,4896.75,756.59
binom_n400_p0p5_L6_c1_2_test,765.62,920.89,958.11,764.51,1029.77,762.56,4890.87,757.71
binom_n400_p0p3_L6_c1_2_train,682.15,682.15,683.06,679.42,796.91,689.57,3153.53,682.15
binom_n400_p0p3_L6_c1_2_test,696.07,696.07,700.41,691.03,796.82,709.27,3153.19,696.07
binom_n400_p0p2_L6_c1_2_train,630.77,610.95,613.8,608.56,690.76,643.27,2231.13,611.33
binom_n400_p0p2_L6_c1_2_test,608.91,601.17,605.09,594.55,655.82,637.86,2226.36,601.87
binom_n400_p0p1_L6_c1_2_train,457.18,462.59,461.22,456.89,480.56,486.48,1242.79,462.59
binom_n400_p0p1_L6_c1_2_test,448.38,453.15,451.92,448.27,466.8,483.13,1249.49,453.15
binom_n400_p0p05_L6_c1_2_train,326.13,327.43,330.96,325.84,333.84,352.55,714.05,331.84
binom_n400_p0p05_L6_c1_2_test,321.88,322.02,326.41,320.88,331.36,346.57,712.82,324.05
binom_n200_p0p95_L6_c1_2_train,552.03,265.22,269.79,258.49,597.21,261.02,4212.98,258.49
binom_n200_p0p95_L6_c1_2_test,551.75,252.95,256.35,256.77,591.46,254.54,4208.3,252.95
binom_n200_p0p9_L6_c1_2_train,330.19,324.26,342.45,322.71,605.73,354.83,4077.91,324.26
binom_n200_p0p9_L6_c1_2_test,325.2,320.84,345.57,318.66,605.74,342.04,4072.32,320.84
binom_n200_p0p7_L6_c1_2_train,641.52,567.76,560.61,488.21,650.27,523.96,3378.26,488.21
binom_n200_p0p7_L6_c1_2_test,653.05,579.55,572.38,496.61,652.44,525.7,3387.21,496.61
binom_n200_p0p5_L6_c1_2_train,560.36,557.02,555.69,553.33,633.4,589.01,2595.68,560.36
binom_n200_p0p5_L6_c1_2_test,550.53,551.16,540.69,531.28,627.58,570.41,2587.39,535.01
binom_n200_p0p3_L6_c1_2_train,495.92,486.3,487.07,487.27,538.05,528.85,1708.15,486.3
binom_n200_p0p3_L6_c1_2_test,492.82,483.9,484.93,485.03,535.94,522.26,1701.35,483.9
binom_n200_p0p2_L6_c1_2_train,435.92,437.05,435.7,435.81,451.35,470.45,1230.41,437.05
binom_n200_p0p2_L6_c1_2_test,425.42,428.84,426.64,426.97,436.48,453.18,1224.36,428.84
binom_n200_p0p1_L6_c1_2_train,318.71,334.74,334.84,318.94,327.57,343.85,711.23,325.06
binom_n200_p0p1_L6_c1_2_test,314.25,326.44,332.8,315.24,324.99,340.19,707.15,314.82
binom_n200_p0p05_L6_c1_2_train,231.07,233.19,233.11,232.08,235.85,251.14,422.37,244.82
binom_n200_p0p05_L6_c1_2_test,230.07,231.88,230.63,230.66,234.35,250,418.93,246.91
binom_n20_p0p95_L6_c1_2_train,91.31,93.36,100.23,88.48,109.62,108.13,470.43,106.47
binom_n20_p0p95_L6_c1_2_test,90.68,89.88,94.7,87.12,110.95,106.15,469.62,108.33
binom_n20_p0p9_L6_c1_2_train,117.7,121.4,105.66,111.1,126.37,157.11,474.05,121.44
binom_n20_p0p9_L6_c1_2_test,117.22,120.01,105.52,111.99,124.98,158.7,474.48,119.96
binom_n20_p0p7_L6_c1_2_train,152.73,152.7,152.34,152.26,160.09,189.19,434,152.73
binom_n20_p0p7_L6_c1_2_test,157.53,157.28,156.06,156.69,165.03,190.88,436.78,157.53
binom_n20_p0p5_L6_c1_2_train,170.69,170.78,172.2,170.98,174.22,184.95,366.77,172.98
binom_n20_p0p5_L6_c1_2_test,167.75,168.24,169.74,168.3,171.93,181.54,364.46,169.46
binom_n20_p0p3_L6_c1_2_train,147.78,148.92,149.22,147.65,149.37,149.27,259.61,150.03
binom_n20_p0p3_L6_c1_2_test,151.48,152.29,152.16,151.59,152.93,152.11,263.18,152.62
binom_n20_p0p2_L6_c1_2_train,129.33,130.46,129.17,129.33,130.14,157.93,200.13,130.46
binom_n20_p0p2_L6_c1_2_test,132.56,133.91,131.57,132.56,133.42,158.41,202.37,133.91
binom_n20_p0p1_L6_c1_2_train,100.94,105.93,99.46,100.94,101.58,124.37,128.33,111.94
binom_n20_p0p1_L6_c1_2_test,99.08,103.15,97.1,99.08,102.12,122.98,127.11,110.16
binom_n20_p0p05_L6_c1_2_train,71.56,71.56,69.3,69.16,76,80.87,80.87,102.3
binom_n20_p0p05_L6_c1_2_test,72.04,72.04,69.63,68.93,75.29,80.45,80.31,100.35
binom_n100_p0p95_L6_c1_2_train,217.13,165.81,168.39,163.66,338.72,176.02,2144.95,165.81
binom_n100_p0p95_L6_c1_2_test,220.8,169.91,172.21,167.14,341.47,178.61,2149.37,169.91
binom_n100_p0p9_L6_c1_2_train,308.42,367.03,357.58,243.83,346.01,247.35,2106.11,243.83
binom_n100_p0p9_L6_c1_2_test,305.25,362.36,354.62,239.01,345.16,246.35,2100.83,239.01
binom_n100_p0p7_L6_c1_2_train,340.5,340.5,340.25,340.28,402.05,363.12,1779.13,340.5
binom_n100_p0p7_L6_c1_2_test,350.78,350.78,347.64,349.84,417.23,373.5,1786.05,350.78
binom_n100_p0p5_L6_c1_2_train,368.55,381.16,369.16,369.16,408.29,396.56,1389.14,372.42
binom_n100_p0p5_L6_c1_2_test,374.65,387.31,374.57,373.78,417.36,403.69,1393.35,379.19
binom_n100_p0p3_L6_c1_2_train,337.51,358.44,359.32,338.89,353.65,368.81,944.55,341.92
binom_n100_p0p3_L6_c1_2_test,338.43,366.61,367,339.94,358.93,368.56,939.78,342.05
binom_n100_p0p2_L6_c1_2_train,295.97,294.91,295.38,294.75,305.05,314.85,684.14,295.97
binom_n100_p0p2_L6_c1_2_test,304.73,303.52,304.01,303.7,313.51,324.78,693.9,304.73
binom_n100_p0p1_L6_c1_2_train,221.78,222.22,222.41,222.36,226.13,240.19,414.16,228.46
binom_n100_p0p1_L6_c1_2_test,220.86,221.71,221.26,221.2,226.16,238.52,409.57,231.12
binom_n100_p0p05_L6_c1_2_train,161.86,162.06,162.36,160.73,162.22,175.54,251.24,164.68
binom_n100_p0p05_L6_c1_2_test,158.47,158.25,158.42,157.91,158.88,173.79,249.29,159.1
beta_a5_b5_M500_L6_c1_2_train,5507.46,5557.53,5568.07,5517.05,5611.32,5499.38,10313.31,5568.37
beta_a5_b5_M500_L6_c1_2_test,5721.01,5706.77,5711.98,5738.6,5796.28,5693.16,10444.23,5742.17
beta_a5_b5_M50_L6_c1_2_train,569.58,567.18,587.38,568.87,571.21,606.9,1040.43,581.12
beta_a5_b5_M50_L6_c1_2_test,566.13,565.31,581.38,568.59,574.46,611.14,1045.86,573.16
beta_a5_b5_M200_L6_c1_2_train,2318.57,2326.23,2331.76,2317.88,2346.6,2337.81,4187.39,2332.51
beta_a5_b5_M200_L6_c1_2_test,2282.27,2287.47,2294.3,2283.52,2311.38,2298.17,4163.67,2300.65
beta_a5_b5_M20_L6_c1_2_train,225.15,227.51,227.83,225.43,228.19,241.99,412.78,234.7
beta_a5_b5_M20_L6_c1_2_test,229.33,230.13,231.03,229.69,233.12,247.74,420.14,241.59
beta_a5_b5_M100_L6_c1_2_train,1129.9,1129.79,1127.67,1124.43,1147.04,1139.41,2082.39,1129.9
beta_a5_b5_M100_L6_c1_2_test,1151.51,1149.7,1145.12,1144.03,1155.79,1146.47,2093.55,1151.51
beta_a5_b2_M500_L6_c1_2_train,6536.36,6352.03,6353.93,6336.63,6522.39,6342.99,13503.66,6351.14
beta_a5_b2_M500_L6_c1_2_test,6476.62,6361.21,6358.03,6319.06,6432.97,6255.72,13297.86,6356.56
beta_a5_b2_M50_L6_c1_2_train,628.79,630.24,661.6,629.17,651.4,658.15,1335.6,632.53
beta_a5_b2_M50_L6_c1_2_test,633.27,631.73,666.05,635.03,652.42,657.38,1326.87,637.35
beta_a5_b2_M200_L6_c1_2_train,2581.12,2549.58,2546.87,2584.51,2642.23,2552.7,5344.36,2590.39
beta_a5_b2_M200_L6_c1_2_test,2529.42,2499.97,2502.21,2541.74,2574.66,2493.05,5318.29,2525.57
beta_a5_b2_M20_L6_c1_2_train,252.45,252.17,253.6,251.71,261.57,281.85,530.89,255.86
beta_a5_b2_M20_L6_c1_2_test,254.48,253.9,253.65,252.53,259.54,286.69,532.02,259.73
beta_a5_b2_M100_L6_c1_2_train,1253.41,1263.26,1269.22,1252.39,1288.28,1242.08,2615.19,1263.26
beta_a5_b2_M100_L6_c1_2_test,1268.28,1277.76,1282.04,1268.84,1294.42,1260.36,2661.27,1277.76
beta_a5_b10_M500_L6_c1_2_train,4430.2,4435.95,4375.52,4339.65,4423.15,4351.72,7419.55,4376.13
beta_a5_b10_M500_L6_c1_2_test,4419.51,4430.02,4377.96,4359.65,4437.81,4361.1,7443.45,4382.38
beta_a5_b10_M50_L6_c1_2_train,417.92,422.64,420.84,417.53,426.76,429.17,735.32,422.87
beta_a5_b10_M50_L6_c1_2_test,439.24,435.62,450.87,440.82,440.3,442.95,743.71,438.32
beta_a5_b10_M200_L6_c1_2_train,1671.8,1676.61,1677.29,1667.84,1688.1,1700.81,2974.54,1681.94
beta_a5_b10_M200_L6_c1_2_test,1737.59,1736.17,1740.19,1734.14,1754.15,1743.19,2972.3,1742.38
beta_a5_b10_M20_L6_c1_2_train,171.26,173.43,172.91,172.33,176.15,194.43,296.52,193.18
beta_a5_b10_M20_L6_c1_2_test,175.34,177.26,174.85,176.7,179.43,195.45,297.93,194.52
beta_a5_b10_M100_L6_c1_2_train,880.96,882.86,873.71,876.56,886.01,895.66,1488.31,882.86
beta_a5_b10_M100_L6_c1_2_test,867.5,869.83,863.41,869.13,876.85,879.03,1484.32,869.83
beta_a5_b1_M500_L6_c1_2_train,5778.51,5762.95,5714.26,5770.3,5929.55,5711.55,14177.33,5828.2
beta_a5_b1_M500_L6_c1_2_test,5791.39,5783.27,5736.19,5788.49,5970.36,5723.83,14073.2,5841.57
beta_a5_b1_M50_L6_c1_2_train,572.84,584.16,578.76,570.17,589.02,570.41,1398.64,584.16
beta_a5_b1_M50_L6_c1_2_test,578.56,584.97,579.73,576.48,595.28,575.22,1400.08,584.97
beta_a5_b1_M200_L6_c1_2_train,2342.8,2327.89,2322.79,2345.56,2428.25,2322.33,5619.81,2386.6
beta_a5_b1_M200_L6_c1_2_test,2320.43,2278.69,2277.12,2324.51,2391.42,2277.39,5627.68,2322.79
beta_a5_b1_M20_L6_c1_2_train,226.81,239.22,243.71,229.15,235.8,239.07,565.32,239.43
beta_a5_b1_M20_L6_c1_2_test,234.76,241.09,244.7,236.33,241.59,240.81,562.33,241.67
beta_a5_b1_M100_L6_c1_2_train,1123.73,1146.55,1117.25,1127.56,1151.33,1128.76,2772.64,1140.43
beta_a5_b1_M100_L6_c1_2_test,1144.19,1163.12,1134.04,1144.48,1176.22,1148.82,2809.44,1153.63
beta_a5_b0p5_M500_L6_c1_2_train,4832.75,4832.19,4832.04,4833,5005.64,4723.79,13863.45,4856.04
beta_a5_b0p5_M500_L6_c1_2_test,4732.08,4695.61,4695.5,4736.67,4950.64,4618.9,13864.77,4748.93
beta_a5_b0p5_M50_L6_c1_2_train,486.06,453.55,452.13,457.15,478.06,466.73,1379.13,465.18
beta_a5_b0p5_M50_L6_c1_2_test,504.13,471.56,469.7,478.72,499.16,484.47,1387.36,489.6
beta_a5_b0p5_M200_L6_c1_2_train,1920.78,1904.62,1905.08,1916.06,2026.98,1907.05,5542.81,1943.18
beta_a5_b0p5_M200_L6_c1_2_test,1890.31,1840.36,1840.51,1876.48,1953.96,1835.12,5530.4,1906.82
beta_a5_b0p5_M20_L6_c1_2_train,192.17,195.67,188.37,193.53,202.79,240.13,556,196.17
beta_a5_b0p5_M20_L6_c1_2_test,193.7,194.22,187.54,194.04,202.43,240.7,556.69,196.2
beta_a5_b0p5_M100_L6_c1_2_train,962.8,928.74,942.85,952.09,966.4,935.16,2755.84,973
beta_a5_b0p5_M100_L6_c1_2_test,958.4,936.44,943.52,948.4,987.74,958.59,2770.36,962.01
beta_a2_b5_M500_L6_c1_2_train,5695.96,5711.91,5712.52,5700.21,5771.37,5711.81,8049.26,5731.4
beta_a2_b5_M500_L6_c1_2_test,5692.25,5712.9,5715.66,5692.26,5765.49,5700.67,8100.68,5721.79
beta_a2_b5_M50_L6_c1_2_train,564.98,561.01,563,562.65,569.12,579.49,804.36,564.98
beta_a2_b5_M50_L6_c1_2_test,583.9,578.77,582.85,580.99,582.39,587.96,816.44,583.9
beta_a2_b5_M200_L6_c1_2_train,2295.11,2285.63,2282.21,2289.21,2301.65,2292,3230.26,2304.24
beta_a2_b5_M200_L6_c1_2_test,2293.85,2303.52,2302.2,2302.75,2311.49,2310.2,3244.5,2307.53
beta_a2_b5_M20_L6_c1_2_train,219.75,222.77,220.7,219,221.89,228.32,316.91,222.8
beta_a2_b5_M20_L6_c1_2_test,235.46,237.56,234.86,234.2,237.15,240.01,329.77,237.82
beta_a2_b5_M100_L6_c1_2_train,1129.94,1131.81,1131.38,1129.62,1141.78,1147.55,1614.08,1131.81
beta_a2_b5_M100_L6_c1_2_test,1150.72,1154.76,1153.86,1149.48,1162.26,1174.74,1633.21,1154.76
beta_a2_b2_M500_L6_c1_2_train,8460.86,8440.85,8442.47,8441.84,8498.82,8425.44,13086.59,8572.27
beta_a2_b2_M500_L6_c1_2_test,8636.77,8558.35,8560.28,8579.74,8670.45,8544.43,13179.35,8623.56
beta_a2_b2_M50_L6_c1_2_train,848.97,846.91,848.42,843.25,854.22,847.4,1291.4,854.68
beta_a2_b2_M50_L6_c1_2_test,854.4,855.54,855.65,853.3,868.71,851.03,1300.54,858.25
beta_a2_b2_M200_L6_c1_2_train,3319.37,3342.77,3344.22,3321.12,3396.22,3346.86,5126.52,3356.38
beta_a2_b2_M200_L6_c1_2_test,3416.09,3384.93,3385.42,3381.29,3450.14,3386.76,5190.32,3406.35
beta_a2_b2_M20_L6_c1_2_train,336.22,338.94,340.94,336.05,341.76,369.49,524.57,339.13
beta_a2_b2_M20_L6_c1_2_test,340.3,340.95,342.58,339.55,342.46,367.04,518.81,342.08
beta_a2_b2_M100_L6_c1_2_train,1688.23,1694.94,1693.36,1686.38,1713.46,1693.46,2570.88,1699.82
beta_a2_b2_M100_L6_c1_2_test,1686.61,1690.45,1687.93,1687.58,1704.44,1689.38,2598.12,1695.99
beta_a2_b10_M500_L6_c1_2_train,3602.93,3605.1,3605.58,3601.84,3615.84,3605.05,4950.51,3613.69
beta_a2_b10_M500_L6_c1_2_test,3567.75,3574.76,3571.15,3571.73,3590.14,3573.49,4935.93,3584.97
beta_a2_b10_M50_L6_c1_2_train,360.74,360.47,361.57,361.12,362.05,387.23,497.2,363.94
beta_a2_b10_M50_L6_c1_2_test,360.32,360.98,361.33,360.4,361.69,393.31,495.14,361.15
beta_a2_b10_M200_L6_c1_2_train,1460,1468.12,1464.1,1459.94,1466.6,1466.03,1987.03,1468.03
beta_a2_b10_M200_L6_c1_2_test,1436.67,1434.87,1435.75,1436.32,1446.82,1434.26,1979.5,1437.83
beta_a2_b10_M20_L6_c1_2_train,154.01,156.22,151.33,153.92,154.21,183.49,205.01,163.06
beta_a2_b10_M20_L6_c1_2_test,146.73,151.24,145.82,147.63,148,176.59,198.38,156.66
beta_a2_b10_M100_L6_c1_2_train,697.08,698.1,697.97,696.42,707.22,749.75,988.94,698.1
beta_a2_b10_M100_L6_c1_2_test,726.64,728.15,728.82,726.55,729.19,758.29,993.07,728.15
beta_a2_b1_M500_L6_c1_2_train,9111.87,9138.71,9111.39,9114.7,9331.14,9090.56,15534.22,9145.51
beta_a2_b1_M500_L6_c1_2_test,9396.73,9377.14,9385.67,9410.81,9474.17,9331.11,15738.54,9464.28
beta_a2_b1_M50_L6_c1_2_train,946.59,992.21,986.4,943.65,947.75,942.31,1544.25,952.94
beta_a2_b1_M50_L6_c1_2_test,937.9,1000.38,995.16,937.21,948.65,947.73,1563.69,946.75
beta_a2_b1_M200_L6_c1_2_train,3675.94,3727.03,3732.92,3673.14,3748.62,3692.62,6194.39,3709.15
beta_a2_b1_M200_L6_c1_2_test,3733.61,3778.58,3783.2,3729.73,3796.38,3718.42,6229.85,3770.71
beta_a2_b1_M20_L6_c1_2_train,367.85,370.77,367.39,367.47,371.63,411.29,616.87,370.77
beta_a2_b1_M20_L6_c1_2_test,374.7,377.22,373.65,374.8,380.81,415.73,623.19,377.22
beta_a2_b1_M100_L6_c1_2_train,1860.32,1890.47,1891.54,1858.62,1873.66,1896.97,3101.7,1917.12
beta_a2_b1_M100_L6_c1_2_test,1868.98,1876.23,1877.15,1864.46,1875.47,1875.1,3115.09,1882.01
beta_a2_b0p5_M500_L6_c1_2_train,9104.67,9049.7,9097.09,9119.54,9233.84,9022.84,16649.34,9338.26
beta_a2_b0p5_M500_L6_c1_2_test,8829.45,8771.21,8803.83,8826.77,8979.69,8750.03,16539.05,8939.05
beta_a2_b0p5_M50_L6_c1_2_train,920.35,914.3,917.41,920.07,938.35,912.8,1676.08,923.1
beta_a2_b0p5_M50_L6_c1_2_test,899.94,893.93,897.22,896.12,904.89,890.5,1652.87,905.65
beta_a2_b0p5_M200_L6_c1_2_train,3591.81,3497.51,3499.81,3555.65,3673.04,3497.41,6527.06,3615.86
beta_a2_b0p5_M200_L6_c1_2_test,3524.83,3488.2,3500.62,3501.93,3664.84,3486.64,6566.21,3542.95
beta_a2_b0p5_M20_L6_c1_2_train,355.52,358.24,354.02,356.3,364.63,358.08,662.21,359.84
beta_a2_b0p5_M20_L6_c1_2_test,352.29,352.03,348.37,354.6,359.51,353.64,662.48,356.18
beta_a2_b0p5_M100_L6_c1_2_train,1721.11,1734.06,1735.89,1719.76,1757.68,1728.86,3263.61,1739.02
beta_a2_b0p5_M100_L6_c1_2_test,1757.26,1763.04,1765.94,1753.32,1778.42,1759.27,3303.58,1776.44
beta_a10_b5_M500_L6_c1_2_train,4597.65,4576.47,4574.84,4585.89,4747.3,4537.61,11127.12,4607.34
beta_a10_b5_M500_L6_c1_2_test,4560.67,4564.54,4563.01,4548.04,4766.59,4539.78,11193.34,4574.03
beta_a10_b5_M50_L6_c1_2_train,469.74,481.98,485.47,469.76,490.42,481.39,1128.66,482.41
beta_a10_b5_M50_L6_c1_2_test,456.88,470.22,474.77,455.84,477,470.22,1115.37,463.16
beta_a10_b5_M200_L6_c1_2_train,1822.05,1847.27,1844.86,1832.58,1888.39,1839.7,4499.37,1847.27
beta_a10_b5_M200_L6_c1_2_test,1832.73,1843.37,1858.62,1843.04,1913.79,1825.4,4479.36,1842.1
beta_a10_b5_M20_L6_c1_2_train,190.63,191.01,190.8,189.73,199.22,236.09,444.68,191.17
beta_a10_b5_M20_L6_c1_2_test,187.93,187.99,187.49,186.28,196.58,235.84,447.74,187.98
beta_a10_b5_M100_L6_c1_2_train,885.36,896.84,901.37,884.74,912.17,917.88,2223.03,896.84
beta_a10_b5_M100_L6_c1_2_test,916.5,923.18,932.88,921.29,964.2,945.01,2231.75,923.47
beta_a10_b2_M500_L6_c1_2_train,4168.06,4207.01,4219.81,4155.45,4404.23,4063.95,12467.86,4172.52
beta_a10_b2_M500_L6_c1_2_test,4142.05,4165.3,4172.34,4134.17,4331.16,4080.28,12565.54,4155.75
beta_a10_b2_M50_L6_c1_2_train,420.05,421.27,415.98,421.83,446.97,417.03,1252.16,423.95
beta_a10_b2_M50_L6_c1_2_test,417.74,421.44,412.5,420.69,434.46,411.45,1255.93,422.27
beta_a10_b2_M200_L6_c1_2_train,1668.72,1668.66,1667.7,1687.93,1754.9,1677.51,5005.67,1685.75
beta_a10_b2_M200_L6_c1_2_test,1677.36,1685.53,1684.29,1703.9,1754.21,1660.24,5031.23,1689.63
beta_a10_b2_M20_L6_c1_2_train,168.44,169.53,162.84,162.97,170.87,193.88,502.53,175.48
beta_a10_b2_M20_L6_c1_2_test,172.99,170.25,166.59,167.84,175.21,197.08,502.44,178.7
beta_a10_b2_M100_L6_c1_2_train,853.79,852.62,852.74,849.84,908.03,847.33,2527.72,855.77
beta_a10_b2_M100_L6_c1_2_test,842.3,839.3,840.9,832.05,892.91,823.46,2513.61,842.69
beta_a10_b10_M500_L6_c1_2_train,4112.6,4087.94,4084.03,4114.6,4273.3,4093.72,9053.92,4126.97
beta_a10_b10_M500_L6_c1_2_test,4123.22,4109.71,4101.92,4119.13,4237.62,4095.01,8960.97,4139.7
beta_a10_b10_M50_L6_c1_2_train,405.26,426.28,410.85,408.68,422.21,436.21,900.38,408.68
beta_a10_b10_M50_L6_c1_2_test,415.65,423.21,415.73,423.92,420.43,445.2,903.22,423.66
beta_a10_b10_M200_L6_c1_2_train,1677.97,1679.67,1678.76,1672.84,1736.62,1648.39,3617.09,1679.67
beta_a10_b10_M200_L6_c1_2_test,1679.7,1693.65,1694.21,1676.85,1754.19,1673.71,3609.85,1693.65
beta_a10_b10_M20_L6_c1_2_train,169.43,168.69,169.79,168.4,171.35,185.98,366.23,170
beta_a10_b10_M20_L6_c1_2_test,165.57,164.54,166.17,164.92,167.78,178.82,361.43,165.86
beta_a10_b10_M100_L6_c1_2_train,825.9,828.91,835.63,825.71,848.03,828.91,1808.98,834.22
beta_a10_b10_M100_L6_c1_2_test,819.13,818.55,825.94,819.45,841.79,818.52,1802.85,824.39
beta_a10_b1_M500_L6_c1_2_train,3356.53,3328.72,3324.01,3384.63,3775.4,3312.68,12638.63,3364.1
beta_a10_b1_M500_L6_c1_2_test,3448.27,3363.82,3358.12,3470.57,3775.62,3342.31,12668.02,3461.26
beta_a10_b1_M50_L6_c1_2_train,371.16,346.73,346.13,353.33,372.7,359.53,1275.57,360.41
beta_a10_b1_M50_L6_c1_2_test,361.06,339.92,341.35,348.14,375.68,351.33,1266.41,359.61
beta_a10_b1_M200_L6_c1_2_train,1350.07,1355.57,1355.03,1355.25,1462.73,1335.8,5076.15,1356.24
beta_a10_b1_M200_L6_c1_2_test,1380.21,1373.58,1372.8,1397.17,1494.87,1353.85,5063.2,1394.64
beta_a10_b1_M20_L6_c1_2_train,145.24,154.83,139.66,150.56,160.07,188.61,507.96,155.11
beta_a10_b1_M20_L6_c1_2_test,146.09,155.79,141.29,151.91,160.33,189.02,509.24,155.93
beta_a10_b1_M100_L6_c1_2_train,737.29,726.39,748.2,680.47,775.09,693.51,2529.36,684.04
beta_a10_b1_M100_L6_c1_2_test,830.81,717.01,734.09,720.35,787.38,699.97,2537.14,696.91
beta_a10_b0p5_M500_L6_c1_2_train,2731.06,2768.91,2749.77,2769.57,3110.86,2686.7,12486.56,2757.82
beta_a10_b0p5_M500_L6_c1_2_test,2696.78,2725.59,2638.39,2746.51,3087.51,2584.97,12405.67,2716.86
beta_a10_b0p5_M50_L6_c1_2_train,270.71,290.49,317.12,270.79,316.56,321.16,1238.8,274.01
beta_a10_b0p5_M50_L6_c1_2_test,270.76,291.17,317.77,270.37,313.95,322.4,1240.17,275.35
beta_a10_b0p5_M200_L6_c1_2_train,1061.05,1067.81,1048.23,1083.87,1213.02,1048.13,4942.73,1076.38
beta_a10_b0p5_M200_L6_c1_2_test,1068.74,1066.07,1056.27,1108.03,1216.37,1050.05,4960.17,1086.51
beta_a10_b0p5_M20_L6_c1_2_train,111.07,107.84,120.32,112.24,129.41,131.46,498.86,133.6
beta_a10_b0p5_M20_L6_c1_2_test,111.31,108.12,121.71,114.93,132.34,132.79,499.03,131.8
beta_a10_b0p5_M100_L6_c1_2_train,552.13,526.62,530.12,545.31,611.4,541.89,2489,552.13
beta_a10_b0p5_M100_L6_c1_2_test,543.92,518.33,520.6,537.17,608.26,532.23,2475.88,543.92
beta_a1_b5_M500_L6_c1_2_train,4703.28,4693.46,4692.78,4702.27,4729.71,4696.02,5907.41,4710.03
beta_a1_b5_M500_L6_c1_2_test,4712.47,4722.85,4730.06,4722.62,4736,4729.52,5869.62,4727.91
beta_a1_b5_M50_L6_c1_2_train,476.17,476.44,476.61,476.58,478.19,476.45,587.77,477.38
beta_a1_b5_M50_L6_c1_2_test,469.71,470.64,470.82,469.78,473.92,470.61,585.41,471.02
beta_a1_b5_M200_L6_c1_2_train,1851.6,1853.44,1852.72,1850.62,1866.26,1867.25,2330.39,1854.57
beta_a1_b5_M200_L6_c1_2_test,1898.38,1901.8,1898.17,1897.65,1899.73,1901.12,2361.09,1902.03
beta_a1_b5_M20_L6_c1_2_train,188.69,188.94,189.49,188.53,191.44,221.88,236.42,191.44
beta_a1_b5_M20_L6_c1_2_test,192.12,191.82,192.12,192.25,192.05,223.35,237.57,192.05
beta_a1_b5_M100_L6_c1_2_train,979.15,979.33,977.79,978.52,985.96,979.03,1198.38,980.33
